word,definition
"centennial","of or relating to or completing a period of 100 years"
"centennial","the 100th anniversary (or the celebration of it)"
"congeneric","belonging to the same genus"
"congeneric","an animal or plant that bears a relationship to another (as related by common descent or by membership in the same genus)"
"curatorial","of or relating to a curator or the duties of a curator"
"contextual","relating to or determined by or in context"
"congestive","relating to or affected by an abnormal collection of blood or other fluid"
"concessive","of or pertaining to concession"
"Cretaceous","of or relating to or denoting the third period of the Mesozoic era"
"cretaceous","abounding in chalk"
"cybernetic","of or relating the principles of cybernetics"
"cyclonical","of or relating to or characteristic of a violent tropical storm"
"cyclonical","of or relating to or characteristic of the atmosphere around a low pressure center"
"cataleptic","of or having characteristics of or affected with catalepsy"
"cataleptic","a person suffering from catalepsy"
"climatical","of or relating to a climate"
"calibrated","marked with or divided into degrees"
"conquering","the act of conquering"
"conversion","a spiritual enlightenment causing a person to lead a new life"
"conversion","a successful free throw or try for point after a touchdown"
"conversion","the act of changing from one use or function or purpose to another"
"conversion","act of exchanging one type of money or security for another"
"conversion","a change in the units or form of an expression: 'conversion from Fahrenheit to Centigrade'"
"conversion","interchange of subject and predicate of a proposition"
"conversion","a change of religion"
"conversion","an event that results in a transformation"
"conversion","(psychiatry) a defense mechanism represses emotional conflicts which are then converted into physical symptoms that have no organic basis"
"connection","the act of bringing two things into contact (especially for communication)"
"connection","shifting from one form of transportation to another"
"connection","an instrumentality that connects"
"connection","the process of bringing ideas or events together in memory or imagination"
"connection","a supplier (especially of narcotics)"
"connection","a person who is influential and to whom you are connected in some way"
"connection","a relation between things or events (as in the case of one causing the other or sharing features with it)"
"connection","a connecting shape"
"connection","the state of being connected"
"converging","the act of converging (coming closer)"
"confluence","a coming together of people"
"confluence","a flowing together"
"confluence","a place where things merge or flow together, especially rivers"
"comparison","the act of examining resemblances"
"comparison","qualities that are comparable"
"comparison","relation based on similarities and differences"
"corruption","inducement, such as of a public official, by improper means, such as bribery, to violate duty"
"corruption","destroying someone's (or some group's) honesty or loyalty"
"corruption","moral perversion"
"corruption","lack of integrity or honesty (especially susceptibility to bribery)"
"corruption","decay of matter (as by rot or oxidation)"
"corruption","in a state of progressive putrefaction"
"compulsion","using force to cause something to occur"
"compulsion","an urge to do or say something that might be better left undone or unsaid"
"compulsion","an irrational motive for performing trivial or repetitive actions, even against your will"
"coloration","choice and use of colors (as by an artist)"
"coloration","appearance with regard to color"
"coloration","the timbre of a musical sound"
"conclusion","the act of making up your mind about something"
"conclusion","the act of ending something"
"conclusion","an intuitive assumption"
"conclusion","a position or opinion or judgment reached after consideration"
"conclusion","the last section of a communication"
"conclusion","the proposition arrived at by logical reasoning (such as the proposition that must follow from the major and minor premises of a syllogism)"
"conclusion","a final settlement"
"conclusion","event whose occurrence ends something"
"conclusion","the temporal end"
"carjacking","the violent theft of an occupied car"
"completion","a concluding action"
"completion","(American football) a successful forward pass in football"
"correction","the act of offering an improvement to replace a mistake"
"correction","treatment of a specific defect"
"correction","the act of punishing"
"correction","a drop in stock market activity or stock prices following a period of increases"
"correction","something substituted for an error"
"correction","a rebuke for making a mistake"
"correction","a quantity that is added or subtracted in order to increase the accuracy of a scientific measure"
"canulation","the insertion of a cannula or tube into a hollow body organ"
"conveyance","the act of moving something from one location to another"
"conveyance","act of transferring property title from one person to another"
"conveyance","something that serves as a means of transportation"
"conveyance","the transmission of information"
"conveyance","document effecting a property transfer"
"condensing","the act of increasing the density of something"
"compaction","the act of crushing"
"compaction","an increase in the density of something"
"commixture","the act of mixing together"
"castration","the deletion of objectionable parts from a literary work"
"castration","surgical removal of the testes or ovaries (usually to inhibit hormone secretion in cases of breast cancer in women or prostate cancer in men)"
"castration","neutering a male animal by removing the testicles"
"concretion","the union of diverse things into one body or form or group"
"concretion","an increase in the density of something"
"concretion","a hard lump produced by the concretion of mineral salts"
"concretion","the formation of stonelike objects within a body organ (e.g., the kidneys)"
"censorship","deleting parts of publications or correspondence or theatrical performances"
"censorship","counterintelligence achieved by banning or deleting any information of value to the enemy"
"combustion","the act of burning something"
"combustion","a process in which a substance reacts with oxygen to give heat and light"
"combustion","a state of violent disturbance and excitement"
"contortion","the act of twisting or deforming the shape of something (e.g., yourself)"
"contortion","a tortuous and twisted shape or position"
"consuetude","a custom or usage that has acquired the force of law"
"candlepins","a bowling game using slender bowling pins"
"coloratura","singing with florid ornamentation"
"coloratura","a lyric soprano who specializes in coloratura vocal music"
"cradlesong","the act of singing a quiet song to lull a child to sleep"
"cradlesong","a quiet song intended to lull a child to sleep"
"Charleston","to dance the Charleston"
"crosscheck","an illegal check (chopping at an opponent's arms or stick)"
"crosscheck","an instance of confirming something by considering information from several sources"
"chaplaincy","the position of chaplain"
"commandery","the position or office of commander"
"consulship","the post of consul"
"celioscopy","endoscopic examination of the abdomen through the abdominal wall"
"culdoscopy","endoscopic examination of a woman's pelvic organs by the insertion of a culdoscope through the vagina"
"craniotomy","a surgical opening through the skull"
"commission","a special assignment that is given to a person or group"
"commission","the act of committing a crime"
"commission","the act of granting authority to undertake certain functions"
"commission","an official document issued by a government and conferring on the recipient the rank of an officer in the armed forces"
"commission","a formal statement of a command or injunction to do something"
"commission","a special group delegated to consider some matter"
"commission","a group of representatives or delegates"
"commission","a fee for services rendered based on a percentage of an amount received or collected or agreed to be paid, as distinguished from a salary"
"commission","the state of being in good working order and ready for operation"
"commission","to charge with a task"
"commission","to put into commission"
"commission","to place an order for"
"crapulence","the act of drinking alcoholic beverages to excess"
"cybercrime","crime committed using a computer and the internet to steal a person's identity or sell contraband or stalk victims or disrupt operations with malevolent programs"
"coprophagy","eating feces"
"conception","the act of becoming pregnant"
"conception","the creation of something in the mind"
"conception","an abstract or general idea inferred or derived from specific instances"
"conception","the event that occurred at the beginning of something"
"chemotaxis","movement by a cell or organism in reaction to a chemical stimulus"
"coursework","work assigned to and done by a student during a course of study"
"catechesis","oral religious instruction (as before baptism or confirmation)"
"crocheting","creating a garment of needlework"
"crocheting","needlework done by interlocking looped stitches with a hooked needle"
"confection","the act of creating something (a medicine or drink or soup etc.) by compounding or mixing a variety of components"
"confection","a food rich in sugar"
"confection","to make into a confection"
"concoction","the act of creating something (a medicine or drink or soup etc.) by compounding or mixing a variety of components"
"concoction","the invention of a scheme or story to suit some purpose"
"concoction","an occurrence of an unusual mixture"
"concoction","any foodstuff made by combining different ingredients"
"collection","the act of gathering something together"
"collection","request for a sum of money"
"collection","a publication containing a variety of works"
"collection","several things grouped together or considered as a whole"
"collecting","the act of gathering something together"
"conchology","the collection and study of mollusc shells"
"cosmolatry","the worship of the cosmos"
"confession","(Roman Catholic Church) the act of a penitent disclosing his sinfulness before a priest in the sacrament of penance in the hope of absolution"
"confession","a written document acknowledging an offense and signed by the guilty party"
"confession","the document that spells out the belief system of a given church (especially the Reformation churches of the 16th century)"
"confession","a public declaration of your faith"
"confession","an admission of misdeeds or faults"
"camouflage","the act of concealing the identity of something by modifying its appearance"
"camouflage","device or stratagem for concealment or deceit"
"camouflage","fabric dyed with splotches of green and brown and black and tan"
"camouflage","an outward semblance that misrepresents the true nature of something"
"camouflage","to disguise by camouflaging"
"cunctation","the act of procrastinating"
"conferment","the act of conferring an honor or presenting a gift"
"constraint","the act of constraining"
"constraint","a device that retards something's motion"
"constraint","the state of being physically constrained"
"conducting","the direction of an orchestra or choir"
"conducting","the way of administering a business"
"chauvinism","activity indicative of belief in the superiority of men over women"
"chauvinism","fanatical patriotism"
"commitment","the official act of consigning a person to confinement (as in a prison or mental hospital)"
"commitment","the act of binding yourself, intellectually or emotionally, to a course of action"
"commitment","an engagement by contract involving financial obligation"
"commitment","the trait of sincere and steadfast fixity of purpose"
"commitment","a message that makes a pledge"
"compliance","the act of submitting"
"compliance","acting according to certain accepted standards"
"compliance","a disposition or tendency to yield to the will of others"
"contention","the act of competing as for profit or a prize"
"contention","a point asserted as part of an argument"
"contention","a contentious speech act"
"conviction","(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed"
"conviction","an unshakable belief in something without need for proof or evidence"
"conformity","acting according to certain accepted standards"
"conformity","correspondence in form or appearance"
"conformity","hardened conventionality"
"conformity","orthodoxy in thoughts and belief"
"conformity","concurrence of opinion"
"compromise","a middle way between two extremes"
"compromise","an accommodation in which both sides make concessions"
"compromise","to settle by concession"
"compromise","to make a compromise"
"compromise","to expose or make liable to danger, suspicion, or disrepute"
"convention","the act of convening"
"convention","orthodoxy as a consequence of being conventional"
"convention","something regarded as a normative example"
"convention","(diplomacy) an international agreement"
"convention","a large formal assembly"
"crossbreed","(genetics) an organism that is the offspring of genetically dissimilar parents or stock"
"crossbreed","to breed animals or plants using parents of different races and varieties"
"congenator","an animal or plant that bears a relationship to another (as related by common descent or by membership in the same genus)"
"clostridia","spindle-shaped bacterial cell especially one swollen at the center by an endospore"
"chlorophyl","any of a group of green pigments found in photosynthetic organisms"
"carragheen","dark purple edible seaweed of the Atlantic coasts of Europe and North America"
"catostomid","a cypriniform fish of the family Catostomidae"
"cyclostome","primitive aquatic vertebrate"
"chuckwalla","a herbivorous lizard that lives among rocks in the arid parts of southwestern United States and Mexico"
"chamaeleon","lizard of Africa and Madagascar able to change skin color and having a projectile tongue"
"ceratosaur","primitive medium-sized theropod"
"copperhead","venomous but sluggish reddish-brown snake of Australia"
"copperhead","common coppery brown pit viper of upland eastern United States"
"chachalaca","slender arboreal guan resembling a wild turkey"
"canvasback","North American wild duck valued for sport and food"
"choanocyte","any of the flagellated cells in sponges having a collar of cytoplasm around the flagellum"
"comb-plate","a locomotor organ consisting of a row of strong cilia whose bases are fused"
"ctenophore","biradially symmetrical hermaphroditic solitary marine animals resembling jellyfishes having for locomotion eight rows of cilia arranged like teeth in a comb"
"cuttlefish","ten-armed oval-bodied cephalopod with narrow fins as long as the body and a large calcareous internal shell"
"cockchafer","any of various large European beetles destructive to vegetation as both larvae and adult"
"chalcidfly","any of various tiny insects whose larvae are parasites on eggs and larvae of other insects"
"caddisworm","larva of the caddis fly"
"cankerworm","green caterpillar of a geometrid moth"
"caddis-fly","small moth-like insect having two pairs of hairy membranous wings and aquatic larvae"
"cottontail","common small rabbit of North America having greyish or brownish fur and a tail with a white underside"
"canecutter","a wood rabbit of southeastern United States swamps and lowlands"
"chinchilla","a thick twilled fabric of wool and cotton"
"chinchilla","the expensive silvery grey fur of the chinchilla"
"chinchilla","small rodent with soft pearly grey fur"
"camelopard","tallest living quadruped"
"chevrotain","very small hornless deer-like ruminant of tropical Asia and west Africa"
"chimpanzee","intelligent somewhat arboreal ape of equatorial African forests"
"coelacanth","fish thought to have been extinct since the Cretaceous period but found in 1938 off the coast of Africa"
"cacomistle","raccoon-like omnivorous mammal of Mexico and the southwestern United States having a long bushy tail with black and white rings"
"cottonwick","of warm Atlantic waters"
"chalkboard","sheet of slate"
"cataphract","armor that protects the wearer's whole body"
"clodhopper","a thick and heavy shoe"
"cantonment","temporary living quarters specially built by the army for soldiers"
"calculator","a small machine that is used for mathematical calculations"
"calculator","an expert at calculation (or at operating calculating machines)"
"candelabra","branched candlestick"
"call-board","a bulletin board backstage in a theater"
"candlewick","the thread used for the wick of a candle"
"candlewick","loops of soft yarn cut to give a tufted pattern, usually to embroidery"
"carbomycin","a colorless basic antibiotic that inhibits the growth of Gram-positive organisms"
"carburetor","mixes air with gasoline vapor prior to explosion"
"catafalque","a decorated bier on which a coffin rests in state during a funeral"
"carvedilol","beta blocker that can reduce the progression of heart failure in individuals whose disease is not advanced"
"cannonball","a solid projectile that in former times was fired from a cannon"
"clawhammer","a hammer with a cleft at one end for pulling nails"
"cantilever","projecting horizontal beam fixed at one end only"
"cantilever","to construct with girders and beams such that only one end is fixed"
"cantilever","to project as a cantilever"
"chatelaine","a chain formerly worn at the waist by women"
"chatelaine","the mistress of a chateau or large country house"
"cheekpiece","either of two straps of a bridle that connect the bit to the headpiece"
"cheesecake","a photograph of an attractive woman in minimal attire"
"cheesecake","made with sweetened cream cheese and eggs and cream baked in a crumb crust"
"centrifuge","an apparatus that uses centrifugal force to separate particles from a suspension"
"centrifuge","to rotate at very high speed in order to separate the liquids from the solids"
"cephalexin","an oral cephalosporin (trade names Keflex and Keflin and Keftab) commonly prescribe for mild to moderately severe infections of the skin or ears or throat or lungs or urinary tract"
"chamberpot","a receptacle for urination or defecation in the bedroom"
"cefadroxil","a cephalosporin antibiotic (trade name Ultracef)"
"cefotaxime","a parenteral cephalosporin (trade name Claforan) used for severe infections of the lungs or throat or ears or urinary tract"
"chessboard","a checkerboard used to play chess"
"chandelier","branched lighting fixture"
"cellophane","a transparent paperlike product that is impervious to moisture and used to wrap candy or cigarettes etc."
"cattleship","a cargo ship for the transport of livestock"
"clinometer","an instrument used by surveyors in order to measure an angle of inclination or elevation"
"chloramine","any of several compounds containing chlorine and nitrogen"
"chloroform","a volatile liquid haloform (CHCl3)"
"chloroform","to anesthetize with chloroform"
"ciderpress","a press that is used to extract the juice from apples"
"cimetidine","a drug (trade name Tagamet) used to treat peptic ulcers by decreasing the secretion of stomach acid"
"clavichord","an early stringed instrument like a piano but with more delicate sound"
"chiffonier","a tall elegant chest of drawers"
"cinquefoil","an ornamental carving consisting of five arcs arranged in a circle"
"cinquefoil","any of a numerous plants grown for their five-petaled flowers"
"chimneypot","a short earthenware pipe on the top of a chimney to increase the draft"
"clerestory","part of an interior wall rising above the adjacent roof with windows admitting light"
"clearstory","part of an interior wall rising above the adjacent roof with windows admitting light"
"collimator","optical device consisting of a tube containing a convex achromatic lens at one end and a slit at the other with the slit at the focus of the lens"
"collimator","a small telescope attached to a large telescope to use in setting the line of the larger one"
"cloverleaf","an interchange that does not require left-hand turns"
"clofibrate","a drug (trade name Atromid-S) that reduces lipids in the blood serum"
"cinerarium","a niche for a funeral urn containing the ashes of the cremated dead"
"colchicine","an analgesic drug derived from the saffron plant and used to treat gout"
"commissary","a retail store that sells equipment and provisions (usually to military personnel)"
"commissary","a snack bar in a film studio"
"clothespin","wood or plastic clip used to hold laundry to a clothesline"
"commutator","switch for reversing the direction of an electric current"
"compressor","a mechanical device that compresses gasses"
"copperware","utensils made with copper"
"copyholder","mechanical device used in printing"
"controller","a mechanism that controls the operation of a machine"
"controller","someone who maintains and audits business accounts"
"controller","a person who directs and restrains"
"corbiestep","(architecture) a step on the top of a gable wall"
"concertina","free-reed instrument played like an accordion by pushing its ends together to force air through the reeds"
"concertina","coiled barbed wire used as an obstacle"
"concertina","to collapse like a concertina"
"crossbench","any of the seats in the House of Commons used by members who do not vote regularly with either the government or the Opposition"
"countertop","the top side of a counter"
"crankshaft","a rotating shaft driven by (or driving) a crank"
"crosspiece","a transverse brace"
"crosspiece","a horizontal beam that extends across something"
"courthouse","a building that houses judicial courts"
"courthouse","a government building that houses the offices of a county government"
"crewelwork","embroidery done with loosely twisted worsted yarn"
"culdoscope","a specialized endoscope for visually examining a woman's pelvic organs"
"cultivator","a farm implement used to break up the surface of the soil (for aeration and weed control and conservation of moisture)"
"cultivator","someone concerned with the science or art or business of cultivating the soil"
"cummerbund","a broad pleated sash worn as formal dress with a tuxedo"
"cyclostyle","a writing implement with a small toothed wheel that cuts small holes in a stencil"
"cyclostyle","to print with an implement with small toothed wheels that cuts small holes in a stencil"
"cowcatcher","an inclined metal frame at the front of a locomotive to clear the track"
"card-house","an unstable construction with playing cards"
"cardcastle","an unstable construction with playing cards"
"cyberspace","a computer network consisting of a worldwide network of computer networks that use the TCP/IP network protocols to facilitate data transmission and exchange"
"cushioning","artifact consisting of soft or resilient material used to fill or give shape or protect or add comfort"
"catholicon","hypothetical remedy for all ills or diseases"
"chirpiness","cheerful and lively"
"complexion","(obsolete) a combination of elements (of dryness and warmth or of the four humors) that was once believed to determine a person's health and temperament"
"complexion","texture and appearance of the skin of the face"
"complexion","the coloring of a person's face"
"complexion","a point of view or general attitude or inclination"
"complexion","a combination that results from coupling or interlinking"
"complexion","to give a certain color to"
"chilliness","a lack of affection or enthusiasm"
"chilliness","the property of being moderately cold"
"chumminess","the quality of affording easy familiarity and sociability"
"compliancy","a disposition or tendency to yield to the will of others"
"crabbiness","a disposition to be ill-tempered"
"crankiness","a fussy and eccentric disposition"
"crosshatch","shading consisting of multiple crossing lines"
"crosshatch","to shade with multiple crossing lines"
"cordiality","a cordial disposition"
"comeliness","the quality of being good looking and attractive"
"cloudiness","the quality of being cloudy"
"cloudiness","gloomy semidarkness caused by cloud cover"
"cloudiness","the state of the sky when it is covered by clouds"
"chasteness","lack of ornamentation"
"congruence","the quality of agreeing"
"cleverness","the property of being ingenious"
"cleverness","intelligence as manifested in being quick and witty"
"cleverness","the power of creative imagination"
"choiceness","the quality of being very good indeed"
"commonness","sharing of common attributes"
"commonness","ordinariness as a consequence of being frequent and commonplace"
"commonness","the quality of lacking taste and refinement"
"commonness","the state of being that is commonly observed"
"complexity","the quality of being intricate and compounded"
"coarseness","the quality of lacking taste and refinement"
"coarseness","looseness or roughness in texture (as of cloth)"
"coarseness","the quality of being composed of relatively large particles"
"coarseness","language or humor that is down-to-earth"
"clumsiness","the inelegance of someone stiff and unrelaxed (as by embarrassment)"
"clumsiness","the carriage of someone whose movements and posture are ungainly or inelegant"
"clumsiness","unskillfulness resulting from a lack of training"
"crassitude","the quality of being crass--devoid of refinement"
"curability","capability of being cured or healed"
"compassion","the humane quality of understanding the suffering of others and wanting to do something about it"
"compassion","a deep awareness of and sympathy for another's suffering"
"conscience","conformity to one's own sense of right conduct"
"conscience","a feeling of shame when you do something immoral"
"conscience","motivation deriving logically from ethical or moral principles that govern a person's thoughts and actions"
"cravenness","meanspirited cowardice"
"craftiness","the quality of being crafty"
"craftiness","shrewdness as demonstrated by being skilled in deception"
"continence","voluntary control over urinary and fecal discharge"
"candidness","the quality of being honest and straightforward in attitude and speech"
"cussedness","meanspirited disagreeable contrariness"
"casualness","a casual manner"
"creaminess","the property of having the thickness of heavy cream"
"cheekiness","the trait of being rude and impertinent"
"crispiness","firm but easily broken"
"consonance","the property of sounding harmonious"
"consonance","the repetition of consonants (or consonant patterns) especially at the ends of words"
"chromatism","abnormal pigmentation"
"chromatism","hallucinatory perception of colored lights"
"corpulency","more than average fatness"
"corpulence","the property of excessive fatness"
"chubbiness","the property of having a plump and round body"
"continuity","the property of a continuous and connected period of time"
"continuity","a detailed script used in making a film in order to avoid discontinuities from shot to shot"
"continuity","uninterrupted connection or union"
"centrality","the property of being central"
"contiguity","the attribute of being so near as to be touching"
"convexness","the property possessed by a convex shape"
"cornucopia","the property of being extremely abundant"
"cornucopia","a goat's horn filled with grain and flowers and fruit symbolizing prosperity"
"complement","something added to complete or embellish or make perfect"
"complement","either of two parts that mutually complete each other"
"complement","a word or phrase used to complete a grammatical construction"
"complement","number needed to make up a whole force"
"complement","a complete number or quantity"
"complement","one of a series of enzymes in the blood serum that are part of the immune response"
"complement","to make complete or perfect"
"competence","the quality of being adequately or well qualified physically and intellectually"
"competency","the quality of being adequately or well qualified physically and intellectually"
"costliness","the quality possessed by something with a great price or value"
"commonweal","the good of a community"
"crotaphion","the tip of the greater wing of the sphenoid bone"
"comicality","the quality of being comical"
"capability","the quality of being able -- physically or intellectually or legally"
"capability","an aptitude that may be developed"
"capability","the susceptibility of something to a particular treatment"
"contractor","a bodily organ that contracts"
"contractor","someone (a person or firm) who contracts to build things"
"contractor","(law) a party to a contract"
"contractor","the bridge player in contract bridge who wins the bidding and can declare which suit is to be trumps"
"collarbone","bone linking the scapula and sternum"
"chromosome","a threadlike strand of DNA in the cell nucleus that carries the genes in a linear order"
"calcitonin","thyroid hormone that tends to lower the level of calcium in the blood plasma and inhibit resorption of bone"
"centromere","a specialized condensed region of each chromosome that appears during mitosis where the chromatids are held together to form an X shape"
"centrosome","small region of cytoplasm adjacent to the nucleus"
"commissure","a bundle of nerve fibers passing from one side to the other of the brain or spinal cord"
"cerebellum","a major division of the vertebrate brain"
"creativity","the ability to create"
"confidence","freedom from doubt"
"confidence","a secret that is confided or entrusted to another"
"confidence","a feeling of trust (in someone or something)"
"confidence","a trustful relationship"
"confidence","a state of confident hopefulness that events will be favorable"
"creepiness","an uneasy sensation as of insects creeping on your skin"
"cognizance","having knowledge of"
"cognizance","range or scope of what is perceived"
"cognizance","range of what one can know or understand"
"cognisance","having knowledge of"
"carry-over","application of a skill learned in one situation to a different but similar situation"
"carry-over","the accumulated and undivided profits of a corporation after provision has been made for dividends and reserves"
"crossroads","a point where a choice must be made"
"crossroads","a community of people smaller than a village"
"crossroads","a crisis situation or point in time when a critical decision must be made"
"cogitation","attentive consideration and meditation"
"cogitation","a carefully considered thought about something"
"conjecture","reasoning that involves the formation of conclusions from incomplete evidence"
"conjecture","a hypothesis that has been formed by speculating or conjecturing (usually with little hard evidence)"
"conjecture","a message expressing an opinion based on incomplete evidence"
"conjecture","to believe especially on uncertain or tentative grounds"
"crosshairs","a center of interest"
"chiromancy","telling fortunes by lines on the palm of the hand"
"conspiracy","a plot to carry out some harmful or illegal act, especially a political plot"
"conspiracy","a secret agreement between two or more people to perform an unlawful act"
"conspiracy","a group of conspirators banded together to achieve some harmful or illegal purpose"
"concretism","a representation of an abstract idea in concrete terms"
"centralism","the political policy of concentrating power in a central organization"
"covariance","(statistics) the mean value of the product of the deviations of two variates from their respective means"
"craniology","the scientific study of the skulls of various human races"
"cacogenics","the study of the operation of factors causing degeneration in the type of offspring produced"
"cardiology","the branch of medicine dealing with the heart and its diseases"
"cryogenics","the branch of physics that studies the phenomena that occur at very low temperatures"
"catoptrics","branch of optics dealing with formation of images by mirrors"
"classicism","a movement in literature and art during the 17th and 18th centuries in Europe that favored rationality and restraint and strict forms"
"chronology","the determination of the actual temporal sequence of past events"
"chronology","a record of events in the order of their occurrence"
"chronology","an arrangement of events in time"
"cryptology","the science of analyzing and deciphering codes and ciphers and cryptograms"
"cladistics","a system of biological taxonomy based on the quantitative analysis of comparative data and used to reconstruct cladograms summarizing the (assumed) phylogenetic relations and evolutionary history of groups of organisms"
"conformism","orthodoxy in thoughts and belief"
"centerfold","a magazine center spread"
"centrefold","a magazine center spread"
"classifier","a word or morpheme used in some languages in certain contexts (such as counting) to indicate the semantic class to which the counted item belongs"
"classifier","a person who creates classifications"
"cryptogram","a piece of writing in code or cipher"
"cacography","poor handwriting"
"cyclopedia","a reference work (often in several volumes) containing articles on various topics (often arranged in alphabetical order) dealing with the entire range of human knowledge or with some particular specialty"
"compendium","a concise but comprehensive summary of a larger work"
"compendium","a publication containing a variety of works"
"conspectus","an overall summary"
"credential","a document attesting to the truth of certain stated facts"
"corrigenda","a list of printing errors in a book along with their corrections"
"concession","a contract granting the right to operate a subsidiary business"
"concession","the act of conceding or yielding"
"concession","a point conceded or yielded"
"certiorari","a common law writ issued by a superior court to one of inferior jurisdiction demanding the record of a particular case"
"codswallop","nonsensical talk or writing"
"colourcast","a television program that is broadcast in color"
"condolence","an expression of sympathy with another's grief"
"compliment","a remark (or act) expressing praise and admiration"
"compliment","to say something to someone that expresses praise"
"compliment","to express respect or esteem for"
"communique","an official report (usually sent in haste)"
"connivance","(law) tacit approval of someone's wrongdoing"
"connivance","agreement on a secret plot"
"curriculum","an integrated course of academic studies"
"counseling","something that provides direction or advice as to a decision or course of action"
"chastening","a rebuke for making a mistake"
"caricature","a representation of a person that is exaggerated for comic effect"
"caricature","to represent in or produce a caricature of"
"commentary","a written explanation or criticism or illustration that is added to a book or other textual material"
"categoreme","a categorematic expression"
"crossbones","two crossed bones (or a representation of two crossed bones) used as a symbol danger or death"
"circumflex","a diacritical mark (^) placed above a vowel in some languages to indicate a special phonetic quality"
"cardiogram","a graphical recording of the cardiac cycle produced by an electrocardiograph"
"callithump","a noisy mock serenade (made by banging pans and kettles) to a newly married couple"
"callithump","a noisy boisterous parade"
"callathump","a noisy mock serenade (made by banging pans and kettles) to a newly married couple"
"callathump","a noisy boisterous parade"
"clamouring","loud and persistent outcry from many people"
"conference","a discussion among participants who have an agreed (serious) topic"
"conference","an association of sports teams that organizes matches for its members"
"conference","a prearranged meeting for consultation or exchange of information or discussion, especially one with a formal agenda"
"climb-down","a retraction of a previously held position"
"colloquium","an address to an academic meeting or seminar"
"colloquium","an academic meeting or seminar usually led by a different lecturer and on a different topic at each meeting"
"canvassing","persuasion of voters in a political campaign"
"convulsion","a physical disturbance such as an earthquake or upheaval"
"convulsion","a violent disturbance"
"convulsion","violent uncontrollable contractions of muscles"
"convulsion","a sudden uncontrollable attack"
"comeupance","an outcome (good or bad) that is well deserved"
"clangoring","a loud resonant repeating noise"
"chattering","the high-pitched continuing noise made by animals (birds or monkeys)"
"chattering","the rapid series of noises made by the parts of a machine"
"cataplasia","(biology) degenerative reversion of cells or tissue to a less differentiated or more primitive form"
"concussion","any violent blow"
"concussion","injury to the brain caused by a blow"
"changeover","an event that results in a transformation"
"coronation","the ceremony of installing a new monarch"
"contrition","sorrow for sin arising from fear of damnation"
"couverture","chocolate that contains at least 32 percent cocoa butter"
"candyfloss","a candy made by spinning sugar that has been boiled to a high temperature"
"coffeecake","a cake or sweet bread usually served with coffee"
"cracklings","the crisp residue left after lard has been rendered"
"clingstone","a stone fruit, especially a peach, whose flesh adheres strongly to the pit"
"chinquapin","small nut of either of two small chestnut trees of the southern United States"
"chinquapin","shrubby chestnut tree of southeastern United States having small edible nuts"
"chinquapin","shrubby tree closely related to the Allegheny chinkapin but with larger leaves"
"cherimolla","large tropical fruit with leathery skin and soft pulp"
"cantaloupe","the fruit of a cantaloup vine"
"cantaloupe","a variety of muskmelon vine having fruit with a tan rind and orange flesh"
"clementine","a mandarin orange of a deep reddish orange color and few seeds"
"clementine","a variety of mandarin orange that is grown around the Mediterranean and in South Africa"
"cannelloni","tubular pasta filled with meat or cheese"
"cappuccino","equal parts of espresso and hot milk topped with cinnamon and nutmeg and usually whipped cream"
"cumulation","a collection of objects laid on top of each other"
"clustering","a grouping of a number of similar things"
"city-state","a state consisting of a sovereign city"
"coastguard","a military service responsible for the safety of maritime traffic in coastal waters"
"commonalty","a class composed of persons lacking clerical or noble rank"
"consortium","an association of companies for some definite purpose"
"consistory","a church tribunal or governing body"
"capitalism","an economic system based on private ownership of capital"
"checkpoint","a place (as at a frontier) where travellers are stopped for inspection and clearance"
"campground","a site where people on holiday can pitch a tent"
"chokepoint","a point of congestion or blockage"
"chokepoint","a narrowing that reduces the flow through a channel"
"crawlspace","low space beneath a floor of a building"
"churchyard","the yard associated with a church"
"canyonside","the steeply sloping side of a canyon"
"cacodaemon","an evil spirit"
"contrarian","an investor who deliberately decides to go against the prevailing wisdom of other investors"
"contestant","a person who participates in competitions"
"contestant","a person who dissents from some established policy"
"Cinderella","a woman whose merits were not been recognized but who then achieves sudden success and recognition"
"Corinthian","a man devoted to the pursuit of pleasure"
"consultant","an expert who gives advice"
"counsellor","a lawyer who pleads cases in court"
"counsellor","someone who gives advice about problems"
"counsellor","someone who has supervisory duties at a summer camp"
"cocksucker","insulting terms of address for people who are stupid or irritating or ridiculous"
"cocksucker","a person who performs fellatio"
"chancellor","the honorary or titular head of a university"
"chancellor","the person who is head of state (in several countries)"
"changeling","a child secretly exchanged for another in infancy"
"changeling","a person of subnormal intelligence"
"caller-out","a person who announces the changes of steps during a dance"
"cartoonist","a person who draws cartoons"
"cartwright","a workman who makes and repairs carts and wagons"
"chauffeuse","a woman chauffeur"
"campaigner","a politician who is running for public office"
"cataloguer","a librarian who classifies publication according to a categorial system"
"catechumen","a new convert being taught the principles of Christianity by a catechist"
"cavalryman","a soldier mounted on horseback"
"cavalryman","a soldier in a motorized army unit"
"celebrator","a person who is celebrating"
"celebrater","a person who is celebrating"
"carabineer","a soldier (historically a mounted soldier) who is armed with a carbine"
"carabinier","a soldier (historically a mounted soldier) who is armed with a carbine"
"cardholder","a player who holds a card or cards in a card game"
"cardholder","a person who holds a credit card or debit card"
