word,definition
"asphyxiating","tending to deprive of oxygen"
"anthophagous","feeding on flowers"
"anthophilous","feeding on flowers"
"anorexigenic","causing loss of appetite"
"achlamydeous","not having a floral envelope or perianth"
"addlebrained","stupid and confused"
"agglomerated","clustered together but not coherent"
"antagonistic","incapable of harmonious association"
"antagonistic","used especially of drugs or muscles that counteract or neutralize each other's effect"
"antagonistic","arousing animosity or hostility"
"antagonistic","characterized by antagonism or antipathy"
"antagonistic","indicating opposition or resistance"
"accomplished","successfully completed or brought to an end"
"accomplished","settled securely and unconditionally"
"accomplished","highly skilled"
"apothegmatic","terse and witty and like a maxim"
"apothegmatic","given to or characterized by terse apothegms"
"annihilative","wreaking or capable of wreaking complete destruction"
"annihilating","wreaking or capable of wreaking complete destruction"
"annihilating","making light of"
"apochromatic","corrected for both chromatic and spherical aberration"
"appreciative","having or showing appreciation or a favorable critical judgment or opinion"
"appreciative","feeling or expressive of gratitude"
"adscititious","supplemental"
"adscititious","added or derived from something outside"
"antimonopoly","of laws and regulations"
"aftershafted","having an aftershaft (a small feather at the base of some feathers)"
"archetypical","representing or constituting an original type after which other similar things are patterned"
"autochthonal","originating where it is found"
"autochthonic","originating where it is found"
"amphitropous","(of a plant ovule) partly inverted"
"anthelmintic","capable of expelling or destroying parasitic worms"
"anthelmintic","a medication capable of causing the evacuation of parasitic intestinal worms"
"antimicrobic","capable of destroying or inhibiting the growth of disease-causing microorganisms"
"antimicrobic","an agent (as heat or radiation or a chemical) that destroys microorganisms that might carry disease"
"altitudinous","indefinitely high"
"anticipative","marked by eager anticipation"
"ambidextrous","marked by deliberate deceptiveness especially by pretending one set of feelings and acting under the influence of another"
"ambidextrous","equally skillful with each hand"
"anthropoidal","resembling apes"
"antipathetic","characterized by antagonism or antipathy"
"antipathetic","(usually followed by `to') strongly opposed"
"adventitious","associated by chance and not an integral part"
"augmentative","intensifying by augmentation and enhancement"
"augmentative","increasing or having the power to increase especially in size or amount or degree"
"astronomical","inconceivably large"
"astronomical","relating or belonging to the science of astronomy"
"antiknocking","suppressing or eliminating engine knock in combustion engines"
"antimagnetic","impervious to the effects of a magnetic field"
"affectionate","having or displaying warmth or affection"
"apparitional","resembling or characteristic of a phantom"
"aristocratic","belonging to or characteristic of the nobility or aristocracy"
"antiaircraft","designed for defense from a surface position against air attack"
"antiaircraft","artillery designed to shoot upward at airplanes"
"antediluvian","so extremely old as seeming to belong to an earlier period"
"antediluvian","of or relating to the period before the biblical flood"
"antediluvian","a very old person"
"antediluvian","any of the early patriarchs who lived prior to the Noachian deluge"
"after-school","outside regular school hours"
"antiparallel","(especially of vectors) parallel but oppositely directed"
"apperceptive","able to relate new percepts to past experience"
"all-powerful","having unlimited power"
"amentiferous","(of plants) bearing or characterized by aments or catkins"
"aforethought","planned in advance"
"asymmetrical","irregular in shape or outline"
"asymmetrical","characterized by asymmetry in the spatial arrangement or placement of parts or components"
"alliterative","having the same consonant at the beginning of each stressed syllable"
"amygdaliform","shaped like an almond"
"amygdaloidal","shaped like an almond"
"apple-shaped","having the general shape of an apple"
"arrhythmical","without regard for rhythm"
"agricultural","relating to rural matters"
"agricultural","relating to or used in or promoting agriculture or farming"
"antithetical","sharply contrasted in character or purpose"
"adulterating","making impure or corrupt by adding extraneous materials"
"agamogenetic","(of reproduction) not involving the fusion of male and female gametes in reproduction"
"acorn-shaped","shaped like an acorn"
"arrow-shaped","(of a leaf shape) like an arrow head without flaring base lobes"
"asynchronous","not synchronous"
"asynchronous","(digital communication) pertaining to a transmission technique that does not require a common clock between the communicating devices"
"acid-tasting","having a sour acidic taste"
"accelerative","tending to increase velocity"
"acceleratory","tending to increase velocity"
"accretionary","marked or produced by accretion"
"asymptomatic","having no symptoms of illness or disease"
"autosemantic","of a word or phrase meaningful in isolation, independent of context"
"amenorrhoeal","related to the suppression of normal menstrual flow for any reason other than pregnancy"
"annunciatory","relating to the act of announcing or being announced"
"agrobiologic","of or pertaining to agrobiology"
"achlorhydric","lacking hydrochloric acid"
"anaglyphical","related to anaglyphs or anaglyphy"
"anaglyptical","related to anaglyphs or anaglyphy"
"anagrammatic","related to anagrams or containing or making an anagram"
"anticyclonic","of or relating to or characteristic of the atmosphere around a high pressure center"
"algometrical","of or related to algometry"
"actinometric","of or related to actinometry"
"alimentative","related to the supply of aliment"
"androgenetic","of or related to androgenesis"
"anemographic","pertaining to the recording of wind measurements"
"antistrophic","of or relating to an antistrophe"
"adjudicative","concerned with adjudicating"
"adjudicatory","concerned with adjudicating"
"anencephalic","characterized by partial or total absence of a brain"
"angiocarpous","having or being fruit enclosed in a shell or husk"
"allotropical","of or related to or exhibiting allotropism"
"alphanumeric","of or pertaining to alphanumeric characters"
"alphamerical","of or pertaining to alphanumeric characters"
"amalgamative","characterized by or tending toward amalgamation"
"aeromechanic","of or pertaining to aerodynamics"
"aeronautical","of or pertaining to aeronautics"
"amenorrhoeic","related to the suppression of normal menstrual flow for any reason other than pregnancy"
"annexational","relating to annexation"
"articulatory","of or relating to articulation"
"articulative","of or relating to articulation"
"avifaunistic","of or relating to birds of a particular region or period"
"avitaminotic","of or relating to or characteristic of avitaminosis"
"appendicular","relating to or consisting of an appendage or appendages"
"appositional","relating to or being in apposition"
"archaeologic","related to or dealing with or devoted to archaeology"
"archdiocesan","of or relating to an archdiocese"
"archegoniate","of or relating to an archegonium"
"archesporial","of or relating to the cells in a sporangium that give rise to spores"
"auscultatory","of or relating to auscultation"
"archipelagic","relating to or part of an archipelago"
"Australasian","relating to or found in Australasia"
"archosaurian","of or relating to reptiles of the subclass Archosauria"
"archosaurian","extinct reptiles including: dinosaurs"
"apocynaceous","of or relating to tropical plants of the family Apocynaceae"
"arthropodous","of or relating to invertebrates of the phylum Arthropoda"
"arthrosporic","of or relating to arthrospores"
"achromatinic","(of substance of a cell nucleus) not readily colored by stains"
"aquicultural","of or relating to aquiculture"
"aquacultural","of or relating to aquiculture"
"antediluvial","of or relating to the period before the biblical flood"
"astrological","relating to or concerned with astrology"
"Anglo-Indian","relating to British India or the English in India"
"aetiological","relating to the etiology of a disease"
"aetiological","of or relating to the philosophical study of causation"
"Anglo-Jewish","of English-speaking Jews and their culture"
"Afghanistani","of or relating to or characteristic of Afghanistan or its people"
"Austronesian","of or relating to or characteristic of Austronesia or its people or culture"
"ascomycetous","related to or characteristic of fungi of the class Ascomycetes"
"autodidactic","relating to or having the characteristics of an autodidact"
"aneurysmatic","relating to or affected by an aneurysm"
"aneurismatic","relating to or affected by an aneurysm"
"atheromatous","of or relating to or resembling atheroma"
"Aristotelian","of or relating to Aristotle or his philosophy"
"Aristotelean","of or relating to Aristotle or his philosophy"
"accusatorial","specifically indicating a form of prosecution in which one is publicly accused of and tried for a crime and in which the judge is not also the prosecutor"
"anti-semitic","relating to or characterized by anti-Semitism"
"arithmetical","relating to or involving arithmetic"
"anaphylactic","related to the hypersensitivity known as anaphylaxis"
"abolitionary","relating to or favoring abolition, especially abolition of slavery"
"absolutistic","pertaining to the principle of totalitarianism"
"apprehension","the act of apprehending (especially apprehending a criminal)"
"apprehension","the cognitive condition of someone who understands"
"apprehension","painful expectation"
"apprehension","fearful expectation or anticipation"
"articulation","the act of joining things in such a way that motion is possible"
"articulation","(anatomy) the point of connection between two bones or elements of a skeleton (especially if it allows motion)"
"articulation","expressing in coherent verbal form"
"articulation","the aspect of pronunciation that involves bringing articulatory organs together so as to shape the sounds of speech"
"articulation","the shape or manner in which things come together and a connection is made"
"adulteration","the act of adulterating (especially the illicit substitution of one substance for another)"
"adulteration","being mixed with extraneous material"
"asphyxiation","killing by depriving of oxygen"
"asphyxiation","the condition of being deprived of oxygen (as by having breathing stopped)"
"annihilation","destruction by annihilating something"
"annihilation","total destruction"
"amelioration","the act of relieving ills and changing for the better"
"acceleration","the act of accelerating"
"acceleration","an increase in rate of change"
"acceleration","(physics) a rate of increase of velocity"
"appreciation","an increase in price or value"
"appreciation","a favorable judgment"
"appreciation","delicate discrimination, especially of aesthetic values"
"appreciation","understanding of the nature or meaning or quality or magnitude of something"
"appreciation","an expression of gratitude"
"accumulation","the act of accumulating"
"accumulation","several things grouped together or considered as a whole"
"accumulation","(finance) profits that are not paid out as dividends but are added to the capital base of the corporation"
"accumulation","an increase by natural growth or addition"
"augmentation","the act of augmenting"
"augmentation","the statement of a theme in notes of greater duration (usually twice the length of the original)"
"augmentation","the amount by which something increases"
"abbreviation","shortening something by omitting parts of it"
"abbreviation","a shortened form of a word or phrase"
"attorneyship","the position of attorney"
"architecture","the profession of designing buildings and environments with consideration for their esthetic effect"
"architecture","an architectural product or work"
"architecture","(computer science) the structure and organization of a computer's hardware or system software"
"architecture","the discipline dealing with the principles of design and construction and ornamentation of fine buildings"
"aromatherapy","the therapeutic use of aromatic plant extracts and essential oils in baths or massage"
"appendectomy","surgical removal of the vermiform appendix"
"arthroplasty","surgical reconstruction or replacement of a malformed or degenerated joint"
"amygdalotomy","psychosurgery in which amygdaloid fibers that mediate limbic system activity are severed (in cases of extreme uncontrollable violence)"
"affectedness","a deliberate pretense or exaggerated display"
"affectedness","the quality of being false or artificial (as to impress others)"
"adjudication","the final judgment in a legal proceeding"
"auscultation","the process of listening to sounds within the body, usually with a stethoscope"
"arthrography","roentgenographic examination of a joint after injection of radiopaque contrast medium"
"alimentation","the act of supplying food and nourishment"
"alimentation","a source of materials to nourish the body"
"apportioning","the act of distributing by allotting or apportioning"
"agribusiness","a large-scale farming enterprise"
"amortization","payment of an obligation in a series of installments or transfers"
"amortization","the reduction of the value of an asset by prorating its cost over a period of years"
"amortisation","payment of an obligation in a series of installments or transfers"
"amortisation","the reduction of the value of an asset by prorating its cost over a period of years"
"antifeminism","activity indicative of belief in the superiority of men over women"
"amalgamation","the combination of two or more commercial companies"
"accentuation","the act of giving special importance or significance to something"
"accentuation","the use or application of an accent"
"amphidiploid","(genetics) an organism or cell having a diploid set of chromosomes from each parent"
"actinomycete","any bacteria (some of which are pathogenic for humans and animals) belonging to the order Actinomycetales"
"archeopteryx","extinct primitive toothed bird of the Jurassic period having a long feathered tail and hollow bones"
"ankylosaurus","having the back covered with thick bony plates"
"archiannelid","small primitive marine worm lacking external segmentation and resembling polychaete larvae"
"aplacophoran","deep-water wormlike mollusks lacking calcareous plates on the body but having fine slimy spicules on the covering mantle"
"architeuthis","largest mollusk known about but never seen (to 60 feet long)"
"appurtenance","a supplementary component that improves capability"
"appurtenance","equipment consisting of miscellaneous articles needed for a particular operation or sport etc."
"accoutrement","clothing that is worn or carried, but not part of your main clothing"
"accouterment","clothing that is worn or carried, but not part of your main clothing"
"afterthought","an addition that was not included in the original plan"
"afterthought","thinking again about a choice previously made"
"agglomerator","a device that causes material to gather into rounded balls"
"amphitheater","an oval large stadium with tiers of seats"
"amphitheater","a sloping gallery with seats for spectators, as in an operating room or theater"
"amphitheatre","an oval large stadium with tiers of seats"
"amphitheatre","a sloping gallery with seats for spectators (as in an operating room or theater)"
"amphotericin","an antibiotic and antifungal agent"
"anamorphosis","a distorted projection or perspective"
"anamorphosis","the evolution of one type of organism from another by a long series of gradual changes"
"antidiabetic","a drug used to treat diabetes mellitus"
"antidiuretic","a drug that limits the formation of urine"
"antimacassar","a piece of ornamented cloth that protects the back of a chair from hair oils"
"antimalarial","a medicinal drug used to prevent or treat malaria"
"antipruritic","a substance that relieves or prevents itching"
"autoinjector","a hypodermic syringe to use in injecting yourself with a liquid"
"atorvastatin","an oral drug (trade name Lipitor) that is effective in lowering triglycerides"
"asparaginase","antineoplastic drug (trade name Elspar) sometimes used to treat lymphoblastic leukemia"
"azathioprine","an immunosuppressive drug (trade name Imuran) used to prevent rejection of a transplanted organ"
"azithromycin","a systemic antibacterial medicine (trade name Zithromax) that is prescribed to treat bacterial infections in many different parts of the body"
"amethopterin","toxic antimetabolite that limits cellular reproduction by acting as an antagonist to folic acid"
"auto-changer","an automatic mechanical device on a record player that causes new records to be played without manual intervention"
"agreeability","a temperamental disposition to be agreeable"
"amicableness","having a disposition characterized by warmth and friendliness"
"amicableness","a disinclination to quarrel"
"adorableness","extreme attractiveness"
"adaptability","the ability to change (or be changed) to fit changed circumstances"
"apparentness","the property of being apparent"
"absoluteness","the quality of being absolute"
"absoluteness","the quality of being complete or utter or extreme"
"availability","the quality of being at hand when needed"
"alterability","the quality of being alterable"
"appositeness","appropriateness for the occasion"
"admirability","admirable excellence"
"abrasiveness","the quality of being sharply disagreeable"
"abrasiveness","the roughness of a substance that causes abrasions"
"authenticity","undisputed credibility"
"abstractness","the quality of being considered apart from a specific instance or object"
"adequateness","the quality of being able to meet a need satisfactorily: 'he questioned the adequacy of the usual sentimental interpretation of the Golden Rule'"
"abstruseness","the quality of being unclear or abstruse and hard to understand"
"abstruseness","wisdom that is recondite and abstruse and profound"
"adhesiveness","the property of sticking together (as of glue and wood) or the joining of surfaces of different composition"
"amenableness","the trait of being cooperative"
"allusiveness","a quality characterized by indirect reference"
"androglossia","a woman's voice with male qualities"
"absorptivity","(physics) the property of a body that determines the fraction of the incident radiation or sound flux absorbed or absorbable by the body"
"advisability","the quality of being advisable"
"archipallium","the olfactory cortex of the cerebrum"
"antialiasing","(computer graphics) a technique that is used to smooth jagged distortions in curves and diagonal lines so they appear smoother"
"apperception","the process whereby perceived qualities of an object are related to past experience"
"assimilation","in the theories of Jean Piaget: the application of a general schema to a particular instance"
"assimilation","the process of assimilating new ideas into an existing cognitive structure"
"assimilation","a linguistic process by which a sound becomes similar to an adjacent sound"
"assimilation","the process of absorbing nutrients into the body after digestion"
"assimilation","the social process of absorbing one cultural group into harmony with another"
"assimilation","the state of being assimilated"
"anticipation","the act of predicting (as by reasoning about the future)"
"anticipation","something expected (as on the basis of a norm)"
"anticipation","an expectation"
"anticipation","anticipating with confidence of fulfillment"
"acquaintance","personal knowledge or information about someone or something"
"acquaintance","a person with whom you are acquainted"
"acquaintance","a relationship less intimate than friendship"
"abolitionism","the doctrine that calls for the abolition of slavery"
"aeromedicine","the study and treatment of disorders associated with flight (especially with space flight)"
"astrobiology","the branch of biology concerned with the effects of outer space on living organisms and the search for extraterrestrial life"
"astronautics","the theory and practice of navigation through air or space"
"astrophysics","the branch of astronomy concerned with the physical and chemical properties of celestial bodies"
"animatronics","the construction of robots to look like animals (developed for Disneyland)"
"aerodynamics","the branch of mechanics that deals with the motion of gases (especially air) and their effects on bodies in the flow"
"anthropology","the social science that studies the origins and social relationships of human beings"
"antisemitism","the intense dislike for and prejudice against Jewish people"
"aide-memoire","a memorandum summarizing the items of an agreement (used especially in diplomatic communications)"
"announcement","a formal public statement"
"announcement","a public statement containing information about an event that has happened or is going to happen"
"annunciation","a formal public statement"
"asseveration","a declaration that is made emphatically (as if no supporting evidence were necessary)"
"admonishment","a firm rebuke"
"appoggiatura","an embellishing note usually written in smaller size"
"acciaccatura","an embellishing note usually written in smaller size"
"alliteration","use of the same consonant at the beginning of each stressed syllable in a line of verse"
"assibilation","pronunciation with a sibilant (hissing or whistling) sound"
"assibilation","the development of a consonant phoneme into a sibilant"
"acquiescence","agreement with a statement or proposal to do something"
"acquiescence","acceptance without protest"
"argle-bargle","a verbal dispute"
"arm-twisting","persuasion by the use of direct personal pressure"
"atmospherics","a crackling or hissing noise caused by electrical interference"
"astonishment","the feeling that accompanies something extremely surprising"
"archdeaconry","the territorial jurisdiction of an archdeacon"
"antineutrino","the antiparticle of a neutrino"
"antiparticle","a particle that has the same mass as another particle but has opposite values for its other properties"
"antielectron","an elementary particle with positive charge"
"abolitionist","a reformer who favors abolishing slavery"
"aircraftsman","a noncommissioned officer in the British Royal Air Force"
"aide-de-camp","an officer who acts as military assistant to a more senior officer"
"accompanyist","a person who provides musical accompaniment (usually on a piano)"
"accordionist","a musician who plays the accordion"
"alphabetizer","a literate person who can arrange items in alphabetical order"
"alphabetiser","a literate person who can arrange items in alphabetical order"
"ambassadress","a woman ambassador"
"assassinator","a murderer (especially one who kills a prominent political figure) who kills by a surprise attack and often is hired to do the deed"
"appropriator","someone who takes for his or her own use (especially without permission)"
"archeologist","an anthropologist who studies prehistoric people and their culture"
"anchorperson","a television reporter who coordinates a broadcast to which several correspondents contribute"
"anaesthetist","a specialist who administers an anesthetic to a patient before he is treated"
"armor-bearer","a squire carrying the armor of a knight"
"artilleryman","a serviceman in the artillery"
"apiculturist","a farmer who keeps bees for their honey"
"antifeminist","someone who does not believe in the social or economic or political equality of men and women"
"aesthetician","a philosopher who specializes in the nature of beauty"
"aesthetician","a worker skilled in giving beauty treatments, for example manicures and facials"
"automobilist","someone who drives (or travels in) an automobile"
"accommodator","someone who performs a service or does a favor"
"archesporium","primitive cell or group of cells from which a mother cell develops"
"algarrobilla","mesquite pod used in tanning and dyeing"
"adam-and-eve","North American orchid bearing a single leaf and yellowish-brown flowers"
"alstroemeria","any of various South American plants of the genus Alstroemeria valued for their handsome umbels of beautiful flowers"
"androgenesis","male parthenogenesis in which the embryo contains only paternal chromosomes due to the failure of the egg nucleus to participate in fertilization"
"angiogenesis","the formation of new blood vessels"
"anthropogeny","the evolution or genesis of the human race"
"agamogenesis","reproduction without the fusion of gametes"
"amelogenesis","the developmental process of forming tooth enamel"
"accouchement","the parturition process in human beings"
"aleph-nought","the smallest infinite integer"
"arccotangent","the inverse function of the cotangent"
"asynchronism","the relation that exists when things occur at unrelated times"
"alkaptonuria","a rare recessive metabolic anomaly marked by ochronosis and the presence of alkapton in the urine"
"alcaptonuria","a rare recessive metabolic anomaly marked by ochronosis and the presence of alkapton in the urine"
"achlorhydria","an abnormal deficiency or absence of free hydrochloric acid in the gastric juice"
"aeroembolism","pain resulting from rapid change in pressure"
"aeroembolism","obstruction of the circulatory system caused by an air bubble as, e.g., accidentally during surgery or hypodermic injection or as a complication from scuba diving"
"anencephalia","a defect in brain development resulting in small or missing brain hemispheres"
"avitaminosis","any of several diseases caused by deficiency of one or more vitamins"
"acantholysis","a breakdown of a cell layer in the epidermis (as in pemphigus)"
"appendicitis","inflammation of the vermiform appendix"
"anaplasmosis","a disease of cattle that is transmitted by cattle ticks"
"angiosarcoma","a rare malignant neoplasm arising from vascular tissue"
"acrocyanosis","cyanosis of the extremities"
"ailurophobia","a morbid fear of cats"
"autoimmunity","production of antibodies against the tissues of your own body"
"acromyotonia","myotonia of the extremities only"
"aminomethane","a methyl with the hydrogen atom replaced by an amino radical"
"alkylbenzene","organic compound that has an alkyl group bound to a benzene ring"
"arsenopyrite","a silver-white or grey ore of arsenic"
"acetaldehyde","a colorless volatile water-soluble liquid aldehyde used chiefly in the manufacture of acetic acid and perfumes and drugs"
"anticatalyst","(chemistry) a substance that retards a chemical reaction or diminishes the activity of a catalyst"
"androsterone","an androgenic hormone that is less active than testosterone"
"azadirachtin","insecticide"
"acylglycerol","an ester of glycerol and fatty acids that occurs naturally as fats and fatty oils"
"autoantibody","an antibody acting against tissues of the organism that produces it"
"agglutinogen","any substance that acts as an antigen to cause agglutinin production"
"alloantibody","an antibody that occurs naturally against foreign tissues from a person of the same species"
"aminopherase","a class of transferases that catalyze transamination (that transfer an amino group from an amino acid to another compound)"
"anaesthetize","to administer an anesthetic drug to"
"anaesthetise","to administer an anesthetic drug to"
"authenticate","to establish the authenticity of something"
"anathematize","to curse or declare to be evil or anathema or threaten with divine punishment"
"anathematise","to curse or declare to be evil or anathema or threaten with divine punishment"
"apostrophize","to use an apostrophe"
"apostrophise","to use an apostrophe"
"absquatulate","to run away"
"administrate","to work in an administrative capacity"
"attitudinize","to assume certain affected attitudes"
"attitudinise","to assume certain affected attitudes"
"biologically","with respect to biology"
"bewilderedly","in a bewildered manner"
"breathlessly","in a breathless manner"
"boisterously","in a carefree manner"
"beneficially","in a beneficial manner"
"beseechingly","in a beseeching manner"
"bewitchingly","in a bewitching manner"
"benevolently","in a benevolent manner"
"base-forming","yielding a base in aqueous solution"
"bespectacled","wearing, or having the face adorned with, eyeglasses or an eyeglass"
"back-to-back","one after the other"
"bone-covered","(of animals) armored with bone"
"brazen-faced","unrestrained by convention or propriety"
"blood-filled","containing blood"
"bloodstained","covered with blood"
"bloodsucking","drawing blood from the body of another"
"bloodsucking","of plants or persons"
"bloodthirsty","marked by eagerness to resort to violence and bloodshed"
"black-haired","having hair of a dark color"
"brown-haired","having hair of a dark color"
"brachycranic","having a short broad head with a cephalic index of over 80"
"broad-headed","having a brachycephalic head"
"broken-field","varying in direction suddenly and frequently"
"broad-minded","inclined to respect views and beliefs that differ from your own"
"broad-minded","incapable of being shocked"
"blow-by-blow","providing great detail"
"blackish-red","of red tinged with black"
"bluish-lilac","of lavender tinged with blue"
"bottle-green","of a dark to moderate greyish green color"
"brown-purple","of dark purple tinted with brown"
"bluish-white","of white tinged with blue"
"brownish-red","of dark brownish to purplish red"
"buff-colored","having a buff color"
"batter-fried","fried in batter"
"brick-shaped","shaped like a brick"
"bad-mannered","socially incorrect in behavior"
"bacchanalian","used of riotously drunken merrymaking"
"backbreaking","characterized by effort to the point of exhaustion"
"businesslike","exhibiting methodical and systematic characteristics that would be useful in business"
"businesslike","not distracted by anything unrelated to the goal"
"breathtaking","tending to cause suspension of regular breathing"
"broad-leafed","having relatively broad rather than needlelike or scalelike leaves"
"broad-leaved","having relatively broad rather than needlelike or scalelike leaves"
"bandy-legged","have legs that curve outward at the knees"
"blue-fruited","bearing blue fruit"
"bad-tempered","annoyed and irritable"
"blackguardly","lacking principles or scruples"
"better-known","more familiar or renowned than the other of two"
"belletristic","written and regarded for aesthetic value rather than content"
"black-market","distributed or sold illicitly"
"blue-blooded","belonging to or characteristic of the nobility or aristocracy"
"bare-knuckle","characterized by disorderly action and disregard for rules"
"black-coated","coated with black"
"black-barred","having a pattern consisting of black bars"
"black-marked","having black marks"
"battlemented","having or resembling repeated square indentations like those in a battlement"
"battlemented","protected with battlements or parapets with indentations or embrasures for shooting through"
"best-selling","selling in great numbers"
"burglarproof","secure against burglary"
"bushwhacking","lying in ambush"
"bactericidal","preventing infection by inhibiting the growth or action of microorganisms"
"bipinnatifid","pinnatifid with the segments also pinnatifid"
"black-seeded","having black seeds"
"ball-hawking","used of a player skilled in stealing the ball or robbing a batter of a hit"
"buck-toothed","having protruding upper front teeth"
"back-channel","via a back channel"
"bacterioidal","resembling bacteria"
"barometrical","relating to atmospheric pressure or indicated by a barometer"
"behaviourist","of or relating to behaviorism"
"behaviourist","a psychologist who subscribes to behaviorism"
"bibliophilic","of or relating to bibliophiles"
"bibliothecal","of or relating to a library or bibliotheca or a librarian"
"biocatalytic","of or relating to biocatalysts"
"biosynthetic","of or relating to biosynthesis"
"birefringent","relating to or characterized by double refraction"
"Bolshevistic","of or relating to Bolshevism"
"bicentennial","of or relating to or completing a period of 200 years"
"bicentennial","the 200th anniversary (or the celebration of it)"
"biflagellate","having two flagella"
"Beethovenian","of or relating to Ludwig van Beethoven or his music"
"biographical","of or relating to or being biography"
"blastocoelic","of or relating to a segmentation cavity"
"blastodermic","of or relating to a blastoderm"
"bureaucratic","of or relating to or resembling a bureaucrat or bureaucracy"
"ballottement","a palpatory technique for feeling a floating object in the body (especially for determining the position of a fetus by feeling the rebound of the fetus after a quick digital tap on the wall of the uterus)"
"blandishment","the act of urging by means of teasing or flattery"
"blandishment","flattery intended to persuade"
"breakthrough","making an important discovery"
"breakthrough","a penetration of a barrier such as an enemy's defense"
"breakthrough","a productive insight"
"butt-welding","creating a butt joint by welding"
"bye-election","a special election between regular elections"
"bloodletting","indiscriminate slaughter"
"bloodletting","formerly used as a treatment to reduce excess blood (one of the four humors of medieval medicine)"
"bronchospasm","a spasm of the bronchi that makes exhalation difficult and noisy"
"bullfighting","the activity at a bullfight"
"breaststroke","a swimming stroke"
"breaststroke","to swim with the face down and extend the arms forward and outward while kicking with the leg"
"bodybuilding","exercise that builds muscles through tension"
"ball-breaker","a job or situation that is demanding and arduous and punishing"
"ball-breaker","a demanding woman who destroys men's confidence"
"bioterrorism","terrorism using the weapons of biological warfare"
"buccaneering","hijacking on the high seas or in similar contexts"
"brainwashing","forcible indoctrination into a new set of attitudes and beliefs"
"belligerency","fighting"
"belligerency","hostile or warlike attitude or nature"
"beleaguering","the action of an armed force that surrounds a fortified place and isolates it while continuing to attack"
"bladderwrack","a common rockweed used in preparing kelp and as manure"
"bladderwrack","similar to and found with black rockweed"
"blastosphere","early stage of an embryo produced by cleavage of an ovum"
"brontosaurus","huge quadrupedal herbivorous dinosaur common in North America in the late Jurassic"
"button-quail","small quail-like terrestrial bird of southern Eurasia and northern Africa that lacks a hind toe"
"brittle-star","an animal resembling a starfish with fragile whiplike arms radiating from a small central disc"
"battery-acid","street name for lysergic acid diethylamide"
"backlighting","lighting from behind"
"bell-bottoms","trousers with legs that flare"
"bronchoscope","a slender tubular instrument used to examine the bronchial tubes"
"brilliantine","a pomade to make the hair manageable and lustrous"
"breathalyzer","a device that measures chemicals (especially the alcohol content) in a person's expired breath"
"breathalyser","a device that measures chemicals (especially the alcohol content) in a person's expired breath"
"breechloader","a gun that is loaded at the breech"
"belligerence","a natural disposition to be hostile"
"belligerence","hostile or warlike attitude or nature"
"biodiversity","the diversity of plant and animal life in a particular habitat (or in the world as a whole)"
"boastfulness","outspoken conceit"
"becomingness","the quality of being becoming"
"brackishness","the quality of being salty, as the saltiness of water"
"breakability","quality of being easily damaged or destroyed"
